Order_ID,Company,City,Customer_Age,Order_Value,Delivery_Time_Min,Distance_Km,Items_Count,Product_Category,Payment_Method,Customer_Rating,Discount_Applied,Delivery_Partner_Rating,Order_Timestamp,Order_Hour,Order_DayOfWeek,Order_Month,Order_Quarter,Mumbai_Zone,Dark_Store_ID,Pincode,Rider_ID,Delivery_Cost,Discount_Amount,Discount_Pct,COGS_Proxy,COGS_Amount,Profit,Profit_Margin_Pct,Is_Peak_Hour,Basket_Size_Tier,Churn_Risk_Flag,Is_On_Time,Stockout_Risk,Is_Loss_Making,Is_Long_Distance
1311958,Blinkit,Mumbai,25,743,19,11.8,19,Personal Care,Cash on Delivery,3,1,3,2023-01-01 16:20:04,16,Sunday,2023-01,2023Q1,Dadar,DS_008,400014,R_196,146.6,100.44,13.5,0.38,282.34,213.62,28.75,False,Large,False,False,False,False,True
1845298,Blinkit,Mumbai,27,932,12,2.2,9,Fruits & Vegetables,Credit Card,3,1,4,2023-01-01 18:14:33,18,Sunday,2023-01,2023Q1,Kurla,DS_005,400070,R_101,31.4,158.55,17.0,0.68,633.76,108.29,11.62,False,Large,False,True,False,False,False
1614181,Blinkit,Mumbai,36,50,19,12.0,9,Beverages,UPI,5,1,3,2023-01-01 19:04:27,19,Sunday,2023-01,2023Q1,Andheri,DS_001,400053,R_018,149.0,4.55,9.1,0.55,27.5,-131.05,-262.1,True,Large,False,False,False,True,True
1434573,Zepto,Mumbai,47,557,12,9.4,11,Personal Care,Wallet,4,0,3,2023-01-01 19:24:07,19,Sunday,2023-01,2023Q1,Powai,DS_003,400076,R_060,117.8,0.0,0.0,0.38,211.66,227.54,40.85,True,Large,False,True,False,False,True
1849525,Zepto,Mumbai,47,719,14,11.6,19,Snacks,Wallet,4,0,3,2023-01-01 19:57:19,19,Sunday,2023-01,2023Q1,Powai,DS_003,400076,R_067,144.2,0.0,0.0,0.48,345.12,229.68,31.94,True,Large,False,True,False,False,True
1281989,Zepto,Mumbai,42,532,8,4.0,16,Fruits & Vegetables,Debit Card,3,0,3,2023-01-01 20:03:16,20,Sunday,2023-01,2023Q1,Borivali,DS_006,400066,R_131,53.0,0.0,0.0,0.68,361.76,117.24,22.04,True,Large,False,True,False,False,False
1657128,Blinkit,Mumbai,18,50,17,10.3,15,Groceries,Wallet,3,0,3,2023-01-01 20:53:26,20,Sunday,2023-01,2023Q1,Bandra,DS_002,400050,R_026,128.6,0.0,0.0,0.65,32.5,-111.1,-222.2,True,Large,False,False,False,True,True
1908628,Zepto,Mumbai,45,279,6,2.4,13,Household,Cash on Delivery,1,1,4,2023-01-01 21:58:10,21,Sunday,2023-01,2023Q1,Powai,DS_003,400076,R_075,33.8,61.97,22.2,0.45,125.55,57.68,20.67,True,Large,True,True,False,False,False
1375054,Blinkit,Mumbai,33,1287,16,5.7,6,Personal Care,Credit Card,2,1,3,2023-01-01 23:19:28,23,Sunday,2023-01,2023Q1,Borivali,DS_006,400066,R_130,73.4,253.31,19.7,0.38,489.06,471.23,36.61,False,Medium,True,False,False,False,True
1941775,Zepto,Mumbai,22,1284,10,9.7,8,Snacks,Credit Card,2,1,4,2023-01-01 23:56:55,23,Sunday,2023-01,2023Q1,Juhu,DS_009,400049,R_223,121.4,108.28,8.4,0.48,616.32,438.0,34.11,False,Large,True,True,False,False,True
1011580,Blinkit,Mumbai,18,1284,12,1.1,14,Fruits & Vegetables,Debit Card,4,1,3,2023-01-02 00:33:59,0,Monday,2023-01,2023Q1,Andheri,DS_001,400053,R_011,18.2,234.35,18.3,0.68,873.12,158.33,12.33,False,Large,False,True,False,False,False
1022488,Blinkit,Mumbai,54,50,19,14.1,3,Snacks,Cash on Delivery,5,1,4,2023-01-02 07:42:55,7,Monday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_237,174.2,15.36,30.7,0.48,24.0,-163.56,-327.12,False,Small,False,False,False,True,True
1778457,Zepto,Mumbai,53,511,8,3.1,17,Dairy,Debit Card,4,0,5,2023-01-02 08:56:59,8,Monday,2023-01,2023Q1,Bandra,DS_002,400050,R_035,42.2,0.0,0.0,0.62,316.82,151.98,29.74,False,Large,False,True,False,False,False
1976617,Blinkit,Mumbai,38,377,14,4.2,7,Groceries,UPI,3,1,5,2023-01-02 09:58:16,9,Monday,2023-01,2023Q1,Powai,DS_003,400076,R_071,55.4,61.97,16.4,0.65,245.05,14.58,3.87,False,Medium,False,True,False,False,False
1906314,Blinkit,Mumbai,38,554,17,5.9,13,Fruits & Vegetables,Cash on Delivery,2,1,4,2023-01-02 10:06:54,10,Monday,2023-01,2023Q1,Thane,DS_004,400601,R_076,75.8,50.51,9.1,0.68,376.72,50.97,9.2,False,Large,True,False,False,False,True
1920114,Zepto,Mumbai,51,455,8,1.1,3,Personal Care,Credit Card,4,0,4,2023-01-02 11:04:00,11,Monday,2023-01,2023Q1,Kurla,DS_005,400070,R_124,18.2,0.0,0.0,0.38,172.9,263.9,58.0,False,Small,False,True,False,False,False
1766844,Zepto,Mumbai,41,609,6,2.4,8,Beverages,Credit Card,1,0,4,2023-01-02 11:46:40,11,Monday,2023-01,2023Q1,Powai,DS_003,400076,R_066,33.8,0.0,0.0,0.55,334.95,240.25,39.45,False,Large,True,True,False,False,False
1714396,Zepto,Mumbai,31,117,9,6.1,9,Fruits & Vegetables,Wallet,4,0,4,2023-01-02 11:48:18,11,Monday,2023-01,2023Q1,Powai,DS_003,400076,R_058,78.2,0.0,0.0,0.68,79.56,-40.76,-34.84,False,Large,False,True,False,True,True
1210615,Zepto,Mumbai,51,974,5,0.8,8,Dairy,Debit Card,4,0,5,2023-01-02 11:52:29,11,Monday,2023-01,2023Q1,Borivali,DS_006,400066,R_150,14.6,0.0,0.0,0.62,603.88,355.52,36.5,False,Large,False,True,False,False,False
1789000,Zepto,Mumbai,53,915,13,13.3,6,Groceries,Cash on Delivery,4,0,5,2023-01-02 12:16:23,12,Monday,2023-01,2023Q1,Andheri,DS_001,400053,R_024,164.6,0.0,0.0,0.65,594.75,155.65,17.01,True,Medium,False,True,False,False,True
1553326,Zepto,Mumbai,35,95,15,13.1,6,Household,Credit Card,3,0,4,2023-01-02 12:56:13,12,Monday,2023-01,2023Q1,Thane,DS_004,400601,R_088,162.2,0.0,0.0,0.45,42.75,-109.95,-115.74,True,Medium,False,True,False,True,True
1088069,Blinkit,Mumbai,27,927,18,10.3,15,Fruits & Vegetables,Cash on Delivery,5,1,4,2023-01-02 13:03:24,13,Monday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_227,128.6,176.03,19.0,0.68,630.36,-7.99,-0.86,True,Large,False,False,False,True,True
1935576,Blinkit,Mumbai,47,902,12,1.4,6,Snacks,Wallet,5,1,4,2023-01-02 13:31:28,13,Monday,2023-01,2023Q1,Powai,DS_003,400076,R_054,21.8,281.68,31.2,0.48,432.96,165.56,18.35,True,Medium,False,True,True,False,False
1654464,Zepto,Mumbai,50,575,5,0.7,10,Fruits & Vegetables,Wallet,2,0,4,2023-01-02 14:17:05,14,Monday,2023-01,2023Q1,Powai,DS_003,400076,R_070,13.4,0.0,0.0,0.68,391.0,170.6,29.67,False,Large,True,True,False,False,False
1520056,Blinkit,Mumbai,45,154,15,3.0,6,Fruits & Vegetables,Wallet,5,1,4,2023-01-02 14:44:34,14,Monday,2023-01,2023Q1,Andheri,DS_001,400053,R_005,41.0,31.74,20.6,0.68,104.72,-23.46,-15.23,False,Medium,False,True,False,True,False
1376782,Blinkit,Mumbai,32,527,22,14.3,12,Household,UPI,3,0,3,2023-01-02 15:41:02,15,Monday,2023-01,2023Q1,Andheri,DS_001,400053,R_012,176.6,0.0,0.0,0.45,237.15,113.25,21.49,False,Large,False,False,False,False,True
1252536,Blinkit,Mumbai,53,1048,14,5.0,16,Beverages,UPI,4,1,4,2023-01-02 17:41:22,17,Monday,2023-01,2023Q1,Colaba,DS_012,400005,R_283,65.0,64.9,6.2,0.55,576.4,341.7,32.6,False,Large,False,True,False,False,True
1117051,Blinkit,Mumbai,51,697,16,8.8,2,Dairy,Wallet,4,0,3,2023-01-02 18:57:49,18,Monday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_248,110.6,0.0,0.0,0.62,432.14,154.26,22.13,False,Small,False,False,False,False,True
1041923,Zepto,Mumbai,46,407,13,14.7,10,Fruits & Vegetables,Credit Card,3,0,4,2023-01-02 19:39:22,19,Monday,2023-01,2023Q1,Chembur,DS_011,400071,R_271,181.4,0.0,0.0,0.68,276.76,-51.16,-12.57,True,Large,False,True,False,True,True
1729436,Blinkit,Mumbai,29,344,21,13.5,6,Household,Credit Card,5,0,4,2023-01-02 19:48:48,19,Monday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_234,167.0,0.0,0.0,0.45,154.8,22.2,6.45,True,Medium,False,False,False,False,True
1237136,Blinkit,Mumbai,24,115,17,12.4,8,Dairy,Wallet,4,0,5,2023-01-02 20:19:03,20,Monday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_230,153.8,0.0,0.0,0.62,71.3,-110.1,-95.74,True,Large,False,False,True,True,True
1319260,Zepto,Mumbai,18,610,9,6.2,10,Snacks,UPI,2,0,4,2023-01-02 20:39:38,20,Monday,2023-01,2023Q1,Powai,DS_003,400076,R_059,79.4,0.0,0.0,0.48,292.8,237.8,38.98,True,Large,True,True,True,False,True
1873149,Blinkit,Mumbai,24,1682,15,6.4,9,Fruits & Vegetables,Wallet,4,1,2,2023-01-02 22:46:56,22,Monday,2023-01,2023Q1,Andheri,DS_001,400053,R_018,81.8,297.73,17.7,0.68,1143.76,158.71,9.44,False,Large,False,True,False,False,True
1837938,Zepto,Mumbai,50,1355,13,12.1,11,Personal Care,Wallet,3,1,3,2023-01-02 22:53:00,22,Monday,2023-01,2023Q1,Dadar,DS_008,400014,R_180,150.2,418.06,30.9,0.38,514.9,271.84,20.06,False,Large,False,True,False,False,True
1600418,Zepto,Mumbai,53,200,10,8.8,5,Dairy,UPI,3,0,5,2023-01-03 00:28:39,0,Tuesday,2023-01,2023Q1,Powai,DS_003,400076,R_055,110.6,0.0,0.0,0.62,124.0,-34.6,-17.3,False,Medium,False,True,False,True,True
1626417,Blinkit,Mumbai,23,786,14,4.7,17,Beverages,Credit Card,4,1,3,2023-01-03 07:24:25,7,Tuesday,2023-01,2023Q1,Juhu,DS_009,400049,R_205,61.4,261.33,33.2,0.55,432.3,30.97,3.94,False,Large,False,True,False,False,True
1403325,Blinkit,Mumbai,49,245,17,10.0,19,Snacks,Cash on Delivery,4,0,3,2023-01-03 07:27:03,7,Tuesday,2023-01,2023Q1,Andheri,DS_001,400053,R_020,125.0,0.0,0.0,0.48,117.6,2.4,0.98,False,Large,False,False,False,False,True
1695903,Zepto,Mumbai,54,749,15,12.8,6,Fruits & Vegetables,Debit Card,4,0,3,2023-01-03 08:06:15,8,Tuesday,2023-01,2023Q1,Malad,DS_007,400064,R_171,158.6,0.0,0.0,0.68,509.32,81.08,10.83,False,Medium,False,True,False,False,True
1607710,Zepto,Mumbai,59,1347,8,6.3,11,Household,UPI,2,1,4,2023-01-03 08:23:14,8,Tuesday,2023-01,2023Q1,Chembur,DS_011,400071,R_267,80.6,239.48,17.8,0.45,606.15,420.77,31.24,False,Large,True,True,False,False,True
1437035,Blinkit,Mumbai,32,461,17,8.6,16,Personal Care,Debit Card,4,1,3,2023-01-03 09:24:34,9,Tuesday,2023-01,2023Q1,Borivali,DS_006,400066,R_130,108.2,114.37,24.8,0.38,175.18,63.25,13.72,False,Large,False,False,False,False,True
1788261,Zepto,Mumbai,55,262,10,4.5,15,Beverages,Credit Card,4,1,4,2023-01-03 09:45:57,9,Tuesday,2023-01,2023Q1,Dadar,DS_008,400014,R_193,59.0,25.72,9.8,0.55,144.1,33.18,12.66,False,Large,False,True,False,False,False
1455229,Blinkit,Mumbai,26,318,16,5.0,18,Beverages,Credit Card,4,1,3,2023-01-03 11:07:02,11,Tuesday,2023-01,2023Q1,Malad,DS_007,400064,R_159,65.0,31.36,9.9,0.55,174.9,46.74,14.7,False,Large,False,False,False,False,True
1592406,Blinkit,Mumbai,49,867,13,0.9,15,Personal Care,UPI,2,1,3,2023-01-03 11:23:16,11,Tuesday,2023-01,2023Q1,Thane,DS_004,400601,R_096,15.8,81.94,9.5,0.38,329.46,439.8,50.73,False,Large,True,True,False,False,False
1975071,Blinkit,Mumbai,31,919,22,14.6,19,Personal Care,Debit Card,5,0,4,2023-01-03 13:03:29,13,Tuesday,2023-01,2023Q1,Borivali,DS_006,400066,R_139,180.2,0.0,0.0,0.38,349.22,389.58,42.39,True,Large,False,False,False,False,True
1176404,Blinkit,Mumbai,19,1001,21,13.5,19,Dairy,Wallet,3,1,5,2023-01-03 13:09:16,13,Tuesday,2023-01,2023Q1,Powai,DS_003,400076,R_075,167.0,60.78,6.1,0.62,620.62,152.6,15.24,True,Large,False,False,False,False,True
1868563,Blinkit,Mumbai,41,824,16,7.3,12,Personal Care,UPI,2,0,4,2023-01-03 13:55:46,13,Tuesday,2023-01,2023Q1,Andheri,DS_001,400053,R_021,92.6,0.0,0.0,0.38,313.12,418.28,50.76,True,Large,True,False,False,False,True
1752566,Zepto,Mumbai,25,789,11,10.0,12,Personal Care,Debit Card,3,1,4,2023-01-03 14:25:39,14,Tuesday,2023-01,2023Q1,Dadar,DS_008,400014,R_198,125.0,55.43,7.0,0.38,299.82,308.75,39.13,False,Large,False,True,False,False,True
1796804,Zepto,Mumbai,28,101,9,7.4,11,Fruits & Vegetables,Cash on Delivery,4,1,3,2023-01-03 14:31:32,14,Tuesday,2023-01,2023Q1,Kurla,DS_005,400070,R_114,93.8,14.25,14.1,0.68,68.68,-75.73,-74.98,False,Large,False,True,False,True,True
1475625,Zepto,Mumbai,27,648,9,5.6,17,Personal Care,Debit Card,4,1,4,2023-01-03 15:01:04,15,Tuesday,2023-01,2023Q1,Thane,DS_004,400601,R_096,72.2,175.66,27.1,0.38,246.24,153.9,23.75,False,Large,False,True,False,False,True
1962252,Blinkit,Mumbai,34,914,16,5.3,5,Beverages,Debit Card,3,0,5,2023-01-03 15:05:49,15,Tuesday,2023-01,2023Q1,Kurla,DS_005,400070,R_117,68.6,0.0,0.0,0.55,502.7,342.7,37.49,False,Medium,False,False,False,False,True
1733806,Zepto,Mumbai,50,916,7,1.7,6,Dairy,Wallet,4,0,2,2023-01-03 16:28:35,16,Tuesday,2023-01,2023Q1,Kurla,DS_005,400070,R_106,25.4,0.0,0.0,0.62,567.92,322.68,35.23,False,Medium,False,True,False,False,False
1735943,Blinkit,Mumbai,57,112,11,2.1,7,Fruits & Vegetables,Credit Card,5,1,3,2023-01-03 16:53:37,16,Tuesday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_238,30.2,36.45,32.5,0.68,76.16,-30.81,-27.51,False,Medium,False,True,False,True,False
1023901,Zepto,Mumbai,29,813,9,9.1,11,Snacks,Cash on Delivery,2,1,4,2023-01-03 17:18:46,17,Tuesday,2023-01,2023Q1,Powai,DS_003,400076,R_064,114.2,218.91,26.9,0.48,390.24,89.65,11.03,False,Large,True,True,False,False,True
1575407,Blinkit,Mumbai,38,499,13,5.6,1,Beverages,Credit Card,3,0,4,2023-01-03 18:26:47,18,Tuesday,2023-01,2023Q1,Bandra,DS_002,400050,R_028,72.2,0.0,0.0,0.55,274.45,152.35,30.53,False,Small,False,True,False,False,True
1835986,Zepto,Mumbai,32,438,5,0.8,13,Household,Credit Card,2,0,4,2023-01-03 19:31:46,19,Tuesday,2023-01,2023Q1,Bandra,DS_002,400050,R_040,14.6,0.0,0.0,0.45,197.1,226.3,51.67,True,Large,True,True,False,False,False
1211666,Zepto,Mumbai,31,614,9,6.1,13,Dairy,UPI,3,0,4,2023-01-03 19:38:30,19,Tuesday,2023-01,2023Q1,Malad,DS_007,400064,R_160,78.2,0.0,0.0,0.62,380.68,155.12,25.26,True,Large,False,True,False,False,True
1080528,Blinkit,Mumbai,28,881,18,13.0,8,Groceries,Debit Card,3,0,5,2023-01-03 20:02:54,20,Tuesday,2023-01,2023Q1,Bandra,DS_002,400050,R_028,161.0,0.0,0.0,0.65,572.65,147.35,16.73,True,Large,False,False,False,False,True
1640121,Zepto,Mumbai,32,1295,12,12.7,7,Dairy,Credit Card,5,1,4,2023-01-03 20:09:55,20,Tuesday,2023-01,2023Q1,Juhu,DS_009,400049,R_210,157.4,437.26,33.8,0.62,802.9,-102.56,-7.92,True,Medium,False,True,True,True,True
1020662,Zepto,Mumbai,28,50,13,9.5,6,Dairy,Cash on Delivery,5,0,3,2023-01-03 20:26:28,20,Tuesday,2023-01,2023Q1,Bandra,DS_002,400050,R_043,119.0,0.0,0.0,0.62,31.0,-100.0,-200.0,True,Medium,False,True,False,True,True
1966622,Blinkit,Mumbai,32,790,12,3.4,19,Beverages,Credit Card,4,1,3,2023-01-03 20:33:16,20,Tuesday,2023-01,2023Q1,Bandra,DS_002,400050,R_035,45.8,89.34,11.3,0.55,434.5,220.36,27.89,True,Large,False,True,False,False,False
1420018,Zepto,Mumbai,31,692,10,7.5,6,Dairy,Cash on Delivery,3,0,4,2023-01-03 20:42:16,20,Tuesday,2023-01,2023Q1,Kurla,DS_005,400070,R_115,95.0,0.0,0.0,0.62,429.04,167.96,24.27,True,Medium,False,True,True,False,True
1256224,Zepto,Mumbai,25,754,9,2.8,10,Groceries,Wallet,2,0,3,2023-01-03 20:55:59,20,Tuesday,2023-01,2023Q1,Navi Mumbai,DS_010,400703,R_231,38.6,0.0,0.0,0.65,490.1,225.3,29.88,True,Large,True,True,False,False,False
1553794,Zepto,Mumbai,27,542,8,2.4,5,Fruits & Vegetables,Debit Card,4,0,4,2023-01-03 21:01:37,21,Tuesday,2023-01,2023Q1,Bandra,DS_002,400050,R_041,33.8,0.0,0.0,0.68,368.56,139.64,25.76,True,Medium,False,True,False,False,False
1603489,Blinkit,Mumbai,40,864,15,3.9,14,Personal Care,Credit Card,2,1,3,2023-01-03 21:03:18,21,Tuesday,2023-01,2023Q1,Dadar,DS_008,400014,R_186,51.8,288.95,33.4,0.38,328.32,194.93,22.56,True,Large,True,True,False,False,False
1401764,Zepto,Mumbai,33,376,14,11.7,19,Groceries,Debit Card,1,1,4,2023-01-03 21:06:30,21,Tuesday,2023-01,2023Q1,Chembur,DS_011,400071,R_275,145.4,106.51,28.3,0.65,244.4,-120.31,-32.0,True,Large,True,True,True,True,True
1720474,Zepto,Mumbai,58,706,13,11.9,6,Snacks,Credit Card,4,1,4,2023-01-03 21:12:20,21,Tuesday,2023-01,2023Q1,Juhu,DS_009,400049,R_221,147.8,211.79,30.0,0.48,338.88,7.53,1.07,True,Medium,False,True,True,False,True
1513726,Zepto,Mumbai,37,1598,12,9.7,4,Dairy,Credit Card,3,1,3,2023-01-03 21:35:27,21,Tuesday,2023-01,2023Q1,Andheri,DS_001,400053,R_002,121.4,82.47,5.2,0.62,990.76,403.37,25.24,True,Medium,False,True,False,False,True
1801271,Blinkit,Mumbai,21,823,17,12.2,19,Snacks,Debit Card,5,0,4,2023-01-03 21:54:21,21,Tuesday,2023-01,2023Q1,Powai,DS_003,400076,R_064,151.4,0.0,0.0,0.48,395.04,276.56,33.6,True,Large,False,False,False,False,True
1651978,Zepto,Mumbai,39,411,15,13.2,3,Household,Debit Card,3,0,3,2023-01-03 22:08:40,22,Tuesday,2023-01,2023Q1,Malad,DS_007,400064,R_152,163.4,0.0,0.0,0.45,184.95,62.65,15.24,False,Small,False,True,False,False,True
1311647,Blinkit,Mumbai,49,257,18,12.7,14,Groceries,Cash on Delivery,2,0,5,2023-01-03 22:50:14,22,Tuesday,2023-01,2023Q1,Powai,DS_003,400076,R_055,157.4,0.0,0.0,0.65,167.05,-67.45,-26.25,False,Large,True,False,False,True,True
1616315,Blinkit,Mumbai,18,649,13,5.4,11,Fruits & Vegetables,Credit Card,4,0,5,2023-01-03 22:53:59,22,Tuesday,2023-01,2023Q1,Colaba,DS_012,400005,R_279,69.8,0.0,0.0,0.68,441.32,137.88,21.24,False,Large,False,True,False,False,True
1466468,Blinkit,Mumbai,37,650,18,8.9,10,Snacks,Debit Card,4,0,4,2023-01-03 22:55:25,22,Tuesday,2023-01,2023Q1,Dadar,DS_008,400014,R_194,111.8,0.0,0.0,0.48,312.0,226.2,34.8,False,Large,False,False,False,False,True
1804754,Blinkit,Mumbai,56,527,16,10.3,10,Beverages,Credit Card,3,0,5,2023-01-03 22:59:44,22,Tuesday,2023-01,2023Q1,Dadar,DS_008,400014,R_181,128.6,0.0,0.0,0.55,289.85,108.55,20.6,False,Large,False,False,False,False,True
1916017,Zepto,Mumbai,35,165,9,8.4,7,Beverages,Credit Card,2,0,4,2023-01-04 01:31:30,1,Wednesday,2023-01,2023Q1,Andheri,DS_001,400053,R_012,105.8,0.0,0.0,0.55,90.75,-31.55,-19.12,False,Medium,True,True,False,True,True
1746349,Zepto,Mumbai,19,508,10,6.2,11,Dairy,Credit Card,4,1,4,2023-01-04 03:08:11,3,Wednesday,2023-01,2023Q1,Andheri,DS_001,400053,R_007,79.4,84.22,16.6,0.62,314.96,29.42,5.79,False,Large,False,True,False,False,True
1802886,Zepto,Mumbai,44,233,9,2.6,8,Groceries,Wallet,3,0,3,2023-01-04 03:51:44,3,Wednesday,2023-01,2023Q1,Thane,DS_004,400601,R_092,36.2,0.0,0.0,0.65,151.45,45.35,19.46,False,Large,False,True,False,False,False
1839317,Blinkit,Mumbai,29,486,14,6.0,10,Dairy,UPI,4,0,4,2023-01-04 05:54:58,5,Wednesday,2023-01,2023Q1,Powai,DS_003,400076,R_052,77.0,0.0,0.0,0.62,301.32,107.68,22.16,False,Large,False,True,False,False,True
1476702,Blinkit,Mumbai,54,604,19,14.7,14,Groceries,Credit Card,4,0,4,2023-01-04 08:23:52,8,Wednesday,2023-01,2023Q1,Bandra,DS_002,400050,R_042,181.4,0.0,0.0,0.65,392.6,30.0,4.97,False,Large,False,False,False,False,True
